1.0000,68.9483,59.2396,103.9814,2.0000,-39.1007,-69.5429,-18.9442,4.0000,-169.9995,-59.1412,172.0453,3.0000,-83.7928,8.2715,24.9813,5.0000,6.4323,1.9729,-131.7207,7.0000,107.2662,-78.1343,172.8948,8.0000,101.8300,-3.0414,162.5820,10.0000,170.9360,-51.1526,156.1272,9.0000,-174.6893,60.2889,-64.6727,11.0000,-92.6276,-67.8578,161.1655
1.0000,-18.6592,48.9161,38.5679,2.0000,-28.6593,68.4195,-164.7592,4.0000,-22.8198,-23.5983,-51.3384,3.0000,9.8452,-15.2143,176.7725,5.0000,28.5968,-21.0149,-90.2413,7.0000,-2.6194,-50.1517,-32.2528,8.0000,-26.0365,-13.1066,-62.5685,10.0000,-20.0581,-20.6485,176.5863,9.0000,-3.1689,10.0391,142.0734,11.0000,9.9065,2.2161,72.9900
1.0000,-18.6592,48.9161,38.5679,2.0000,-28.5475,68.3375,-164.6241,4.0000,-22.8198,-23.5983,-51.3384,3.0000,9.8452,-15.2143,176.7725,5.0000,28.5968,-21.0149,-90.2413,7.0000,-2.6194,-50.1517,-32.2528,8.0000,-26.0365,-13.1066,-62.5685,10.0000,-20.0581,-20.6485,176.5863,9.0000,-3.1689,10.0391,142.0734,11.0000,10.7558,1.1013,72.9352
1.0000,-18.6592,48.9161,38.5679,2.0000,-28.5475,68.3375,-164.6241,4.0000,-22.8198,-23.5983,-51.3384,3.0000,9.8994,-15.2209,176.4986,5.0000,28.5968,-21.0149,-90.2413,7.0000,-4.2632,-50.4323,-32.0649,8.0000,-26.0365,-13.1066,-62.5685,10.0000,-20.0581,-20.6485,176.5863,9.0000,-3.1689,10.0391,142.0734,11.0000,10.7558,1.1013,72.9352
1.0000,-18.6592,48.9161,38.5679,2.0000,-28.5475,68.3375,-164.6241,4.0000,-22.8838,-23.4969,-51.4156,3.0000,9.8994,-15.2209,176.4986,5.0000,28.5968,-21.0149,-90.2413,7.0000,-4.2632,-50.4323,-32.0649,8.0000,-21.8218,-14.8624,-65.6003,10.0000,-20.0581,-20.6485,176.5863,9.0000,-3.1689,10.0391,142.0734,11.0000,10.7558,1.1013,72.9352
1.0000,-18.6592,48.9161,38.5679,2.0000,-28.5475,68.3375,-164.6241,4.0000,-22.8838,-23.4969,-51.4156,3.0000,9.8994,-15.2209,176.4986,5.0000,28.6103,-21.0204,-90.2068,7.0000,-4.2632,-50.4323,-32.0649,8.0000,-21.8218,-14.8624,-65.6003,10.0000,-20.0581,-20.6485,176.5863,9.0000,-2.2479,8.6052,139.4601,11.0000,10.7558,1.1013,72.9352
1.0000,-18.5316,48.8374,38.8886,2.0000,-28.5475,68.3375,-164.6241,4.0000,-22.8838,-23.4969,-51.4156,3.0000,9.8994,-15.2209,176.4986,5.0000,28.6103,-21.0204,-90.2068,7.0000,-4.2632,-50.4323,-32.0649,8.0000,-21.8218,-14.8624,-65.6003,10.0000,-15.3183,-21.1719,179.4085,9.0000,-2.2479,8.6052,139.4601,11.0000,10.8304,0.2622,71.8594
1.0000,-18.5316,48.8374,38.8886,2.0000,-28.3679,68.3481,-164.4058,4.0000,-22.8838,-23.4969,-51.4156,3.0000,9.9691,-15.2317,176.2664,5.0000,28.6103,-21.0204,-90.2068,7.0000,-7.2335,-51.8495,-28.8137,8.0000,-21.8218,-14.8624,-65.6003,10.0000,-15.3183,-21.1719,179.4085,9.0000,-2.2479,8.6052,139.4601,11.0000,10.8304,0.2622,71.8594
1.0000,-18.5316,48.8374,38.8886,2.0000,-28.3679,68.3481,-164.4058,4.0000,-22.8876,-23.4674,-51.4471,3.0000,9.9691,-15.2317,176.2664,5.0000,28.6103,-21.0204,-90.2068,7.0000,-7.2335,-51.8495,-28.8137,8.0000,-21.4338,-14.2072,-60.6938,10.0000,-15.3183,-21.1719,179.4085,9.0000,-2.2479,8.6052,139.4601,11.0000,10.8304,0.2622,71.8594
1.0000,-18.5316,48.8374,38.8886,2.0000,-28.3679,68.3481,-164.4058,4.0000,-22.8876,-23.4674,-51.4471,3.0000,9.9691,-15.2317,176.2664,5.0000,28.5572,-21.0125,-90.2073,7.0000,-7.2335,-51.8495,-28.8137,8.0000,-21.4338,-14.2072,-60.6938,10.0000,-15.3183,-21.1719,179.4085,9.0000,-1.3551,7.9179,139.6367,11.0000,10.8304,0.2622,71.8594
